date,open,high,low,close,adj_close,volume
"Aug 24, 2020","3,010.00","3,020.00","2,990.00","3,000.00","2,855.99","76,713,900"
"Aug 19, 2020","3,050.00","3,050.00","3,000.00","3,000.00","2,855.99","103,980,600"
"Aug 18, 2020","3,030.00","3,060.00","3,000.00","3,050.00","2,903.59","139,358,500"
"Aug 14, 2020","3,020.00","3,040.00","3,000.00","3,030.00","2,884.55","93,007,500"
"Aug 13, 2020","2,950.00","3,020.00","2,950.00","3,010.00","2,865.51","160,906,600"
"Aug 12, 2020","2,930.00","2,960.00","2,920.00","2,950.00","2,808.39","110,934,800"
"Aug 11, 2020","2,980.00","3,000.00","2,930.00","2,930.00","2,789.35","175,693,000"
"Aug 10, 2020","3,000.00","3,020.00","2,970.00","2,970.00","2,827.43","65,485,400"
"Aug 07, 2020","3,020.00","3,030.00","2,970.00","2,980.00","2,836.95","78,347,200"
"Aug 06, 2020","3,050.00","3,050.00","3,000.00","3,020.00","2,875.03","71,699,000"
"Aug 05, 2020","2,960.00","3,040.00","2,920.00","3,020.00","2,875.03","120,719,100"
"Aug 04, 2020","2,970.00","2,970.00","2,920.00","2,950.00","2,808.39","96,018,000"
"Aug 03, 2020","3,060.00","3,060.00","2,850.00","2,920.00","2,779.83","255,659,800"
"Jul 30, 2020","3,040.00","3,050.00","3,000.00","3,050.00","2,903.59","95,785,000"
"Jul 29, 2020","3,030.00","3,050.00","3,000.00","3,000.00","2,855.99","114,352,000"
"Jul 28, 2020","3,050.00","3,050.00","3,010.00","3,020.00","2,875.03","102,705,300"
"Jul 27, 2020","3,020.00","3,050.00","3,020.00","3,040.00","2,894.07","58,708,800"
"Jul 24, 2020","3,080.00","3,080.00","3,020.00","3,020.00","2,875.03","137,265,100"
"Jul 23, 2020","3,070.00","3,090.00","3,060.00","3,070.00","2,922.63","70,482,100"
"Jul 22, 2020","3,070.00","3,090.00","3,060.00","3,070.00","2,922.63","69,462,100"
"Jul 21, 2020","3,050.00","3,110.00","3,050.00","3,060.00","2,913.11","101,283,800"
"Jul 20, 2020","3,080.00","3,080.00","3,040.00","3,060.00","2,913.11","64,735,500"
"Jul 17, 2020","3,100.00","3,110.00","3,060.00","3,060.00","2,913.11","112,416,300"
"Jul 16, 2020","3,090.00","3,110.00","3,080.00","3,100.00","2,951.19","91,951,000"
"Jul 15, 2020","3,120.00","3,130.00","3,080.00","3,090.00","2,941.67","102,304,100"
"Jul 14, 2020","3,100.00","3,110.00","3,070.00","3,080.00","2,932.15","111,442,600"
"Jul 13, 2020","3,120.00","3,130.00","3,080.00","3,090.00","2,941.67","77,733,900"
"Jul 10, 2020","3,110.00","3,130.00","3,100.00","3,110.00","2,960.71","95,422,400"
"Jul 09, 2020","3,170.00","3,190.00","3,110.00","3,110.00","2,960.71","125,940,800"
"Jul 08, 2020","3,130.00","3,160.00","3,110.00","3,150.00","2,998.79","158,166,300"
"Jul 07, 2020","3,060.00","3,120.00","3,050.00","3,120.00","2,970.23","169,104,200"
"Jul 06, 2020","3,130.00","3,150.00","3,040.00","3,050.00","2,903.59","248,572,600"
"Jul 03, 2020","3,150.00","3,180.00","3,110.00","3,120.00","2,970.23","102,033,100"
"Jul 02, 2020","3,040.00","3,140.00","3,040.00","3,140.00","2,989.27","178,357,900"
"Jul 01, 2020","3,070.00","3,100.00","3,010.00","3,040.00","2,894.07","148,037,400"
"Jun 30, 2020","3,090.00","3,100.00","3,050.00","3,050.00","2,903.59","258,068,400"
"Jun 29, 2020","3,200.00","3,250.00","3,160.00","3,180.00","2,880.68","156,613,200"
"Jun 26, 2020","3,190.00","3,220.00","3,180.00","3,190.00","2,889.74","100,784,500"
"Jun 25, 2020","3,160.00","3,220.00","3,140.00","3,160.00","2,862.56","100,882,600"
"Jun 24, 2020","3,150.00","3,230.00","3,140.00","3,180.00","2,880.68","170,895,600"
"Jun 23, 2020","3,200.00","3,200.00","3,120.00","3,130.00","2,835.39","167,271,000"
"Jun 22, 2020","3,290.00","3,300.00","3,180.00","3,200.00","2,898.80","159,776,500"
"Jun 19, 2020","3,300.00","3,340.00","3,250.00","3,280.00","2,971.27","227,358,800"
"Jun 18, 2020","3,210.00","3,350.00","3,180.00","3,280.00","2,971.27","235,586,600"
"Jun 17, 2020","3,210.00","3,230.00","3,140.00","3,210.00","2,907.85","177,784,900"
"Jun 16, 2020","3,150.00","3,220.00","3,130.00","3,200.00","2,898.80","194,424,800"
"Jun 15, 2020","3,060.00","3,150.00","3,030.00","3,090.00","2,799.15","241,625,700"
"Jun 12, 2020","3,080.00","3,080.00","2,970.00","3,030.00","2,744.80","260,087,300"
"Jun 11, 2020","3,120.00","3,150.00","3,060.00","3,080.00","2,790.09","175,767,800"
"Jun 10, 2020","3,150.00","3,190.00","3,100.00","3,110.00","2,817.27","263,483,700"
"Jun 09, 2020","3,250.00","3,270.00","3,140.00","3,140.00","2,844.44","171,214,500"
"Jun 08, 2020","3,250.00","3,290.00","3,220.00","3,230.00","2,925.97","221,641,600"
"Jun 05, 2020","3,360.00","3,360.00","3,200.00","3,230.00","2,925.97","188,420,700"
"Jun 04, 2020","3,320.00","3,390.00","3,250.00","3,300.00","2,989.38","167,708,600"
"Jun 03, 2020","3,280.00","3,320.00","3,230.00","3,290.00","2,980.32","216,200,900"
"Jun 02, 2020","3,160.00","3,270.00","3,120.00","3,250.00","2,944.09","174,790,600"
"May 29, 2020","3,100.00","3,150.00","3,080.00","3,150.00","2,853.50","276,092,100"
"May 28, 2020","3,180.00","3,210.00","3,130.00","3,130.00","2,835.39","177,385,100"
"May 27, 2020","3,250.00","3,270.00","3,150.00","3,170.00","2,871.62","128,693,900"
"May 26, 2020","3,150.00","3,280.00","3,130.00","3,250.00","2,944.09","105,792,900"
"May 20, 2020","3,200.00","3,260.00","3,180.00","3,180.00","2,880.68","76,086,600"
"May 19, 2020","3,250.00","3,330.00","3,250.00","3,270.00","2,962.21","97,387,100"
"May 18, 2020","3,100.00","3,220.00","3,100.00","3,220.00","2,916.91","108,828,800"
"May 15, 2020","3,100.00","3,130.00","3,020.00","3,100.00","2,808.21","114,753,900"
"May 14, 2020","3,110.00","3,140.00","3,060.00","3,070.00","2,781.03","101,581,300"
"May 13, 2020","3,150.00","3,170.00","3,080.00","3,160.00","2,862.56","73,238,700"
"May 12, 2020","3,270.00","3,270.00","3,100.00","3,150.00","2,853.50","138,978,700"
"May 11, 2020","3,220.00","3,250.00","3,210.00","3,220.00","2,916.91","58,473,100"
"May 08, 2020","3,270.00","3,290.00","3,150.00","3,190.00","2,889.74","143,584,400"
"May 06, 2020","3,300.00","3,340.00","3,220.00","3,240.00","2,935.03","86,395,000"
"May 05, 2020","3,320.00","3,390.00","3,320.00","3,320.00","3,007.50","74,036,700"
"May 04, 2020","3,400.00","3,400.00","3,260.00","3,320.00","3,007.50","108,988,600"
"Apr 30, 2020","3,400.00","3,540.00","3,350.00","3,500.00","3,170.56","163,170,100"
"Apr 29, 2020","3,200.00","3,390.00","3,100.00","3,350.00","3,034.68","154,902,100"
"Apr 28, 2020","3,170.00","3,200.00","3,140.00","3,160.00","2,862.56","80,212,700"
"Apr 27, 2020","3,120.00","3,200.00","3,100.00","3,150.00","2,853.50","85,475,400"
"Apr 24, 2020","3,100.00","3,160.00","3,080.00","3,090.00","2,799.15","84,061,400"
"Apr 23, 2020","3,200.00","3,240.00","3,070.00","3,070.00","2,781.03","117,391,500"
"Apr 22, 2020","3,050.00","3,270.00","3,030.00","3,160.00","2,862.56","126,278,300"
"Apr 21, 2020","3,120.00","3,130.00","3,050.00","3,070.00","2,781.03","43,239,400"
"Apr 20, 2020","3,270.00","3,270.00","3,120.00","3,120.00","2,826.33","77,306,900"
"Apr 17, 2020","3,050.00","3,250.00","3,050.00","3,230.00","2,925.97","127,860,400"
"Apr 16, 2020","3,110.00","3,110.00","3,000.00","3,000.00","2,717.62","109,582,500"
"Apr 15, 2020","3,250.00","3,300.00","3,090.00","3,110.00","2,817.27","69,832,000"
"Apr 14, 2020","3,200.00","3,250.00","3,160.00","3,240.00","2,935.03","79,114,600"
"Apr 13, 2020","3,140.00","3,230.00","3,130.00","3,180.00","2,880.68","45,469,500"
"Apr 09, 2020","3,110.00","3,180.00","3,030.00","3,120.00","2,826.33","122,622,400"
"Apr 08, 2020","3,220.00","3,220.00","3,050.00","3,110.00","2,817.27","124,553,900"
"Apr 07, 2020","3,390.00","3,500.00","3,200.00","3,220.00","2,916.91","166,425,600"
"Apr 06, 2020","3,280.00","3,330.00","3,180.00","3,330.00","3,016.56","115,495,000"
"Apr 03, 2020","3,150.00","3,220.00","3,120.00","3,200.00","2,898.80","83,469,200"
"Apr 02, 2020","3,100.00","3,130.00","3,020.00","3,130.00","2,835.39","92,893,600"
"Apr 01, 2020","3,180.00","3,200.00","3,040.00","3,100.00","2,808.21","104,550,600"
"Mar 31, 2020","3,180.00","3,300.00","3,120.00","3,160.00","2,862.56","151,302,900"
"Mar 30, 2020","3,060.00","3,180.00","2,880.00","3,140.00","2,844.44","134,474,300"
"Mar 27, 2020","3,050.00","3,270.00","3,050.00","3,090.00","2,799.15","200,952,500"
"Mar 26, 2020","2,550.00","3,080.00","2,550.00","2,980.00","2,699.50","267,369,500"
"Mar 24, 2020","2,700.00","2,880.00","2,570.00","2,620.00","2,373.39","243,778,900"
"Mar 23, 2020","2,880.00","2,880.00","2,680.00","2,680.00","2,427.74","86,157,200"
"Mar 20, 2020","2,660.00","2,990.00","2,450.00","2,880.00","2,608.92","267,694,700"
"Mar 19, 2020","2,810.00","2,810.00","2,620.00","2,620.00","2,373.39","138,987,300"
"Mar 18, 2020","3,010.00","3,080.00","2,740.00","2,810.00","2,545.51","150,147,300"
"Mar 17, 2020","3,160.00","3,160.00","2,940.00","2,940.00","2,663.27","150,122,700"
"Mar 16, 2020","3,300.00","3,300.00","3,160.00","3,160.00","2,862.56","115,972,300"
"Mar 13, 2020","3,310.00","3,310.00","3,310.00","3,310.00","2,998.44",
"Mar 12, 2020","3,300.00","3,440.00","3,270.00","3,310.00","2,998.44","84,363,800"
"Mar 11, 2020","3,470.00","3,480.00","3,370.00","3,400.00","3,079.97","115,486,900"
"Mar 10, 2020","3,480.00","3,620.00","3,480.00","3,490.00","3,161.50","119,718,000"
"Mar 09, 2020","3,560.00","3,620.00","3,500.00","3,500.00","3,170.56","109,347,300"
"Mar 06, 2020","3,730.00","3,790.00","3,710.00","3,750.00","3,397.03","86,476,000"
"Mar 05, 2020","3,820.00","3,880.00","3,760.00","3,830.00","3,469.50","101,235,000"
"Mar 04, 2020","3,640.00","3,840.00","3,630.00","3,830.00","3,469.50","136,081,000"
"Mar 03, 2020","3,510.00","3,660.00","3,470.00","3,620.00","3,279.26","114,698,200"
"Mar 02, 2020","3,470.00","3,550.00","3,440.00","3,440.00","3,116.21","96,802,900"
"Feb 28, 2020","3,390.00","3,490.00","3,340.00","3,490.00","3,161.50","151,751,800"
"Feb 27, 2020","3,510.00","3,550.00","3,420.00","3,470.00","3,143.38","88,389,400"
"Feb 26, 2020","3,530.00","3,550.00","3,450.00","3,510.00","3,179.62","133,449,900"
"Feb 25, 2020","3,600.00","3,670.00","3,590.00","3,590.00","3,252.09","73,990,700"
"Feb 24, 2020","3,670.00","3,720.00","3,630.00","3,640.00","3,297.38","72,610,600"
"Feb 21, 2020","3,650.00","3,710.00","3,640.00","3,690.00","3,342.67","86,862,600"
"Feb 20, 2020","3,620.00","3,650.00","3,600.00","3,630.00","3,288.32","53,035,400"
"Feb 19, 2020","3,620.00","3,640.00","3,590.00","3,620.00","3,279.26","63,717,800"
"Feb 18, 2020","3,590.00","3,660.00","3,590.00","3,620.00","3,279.26","94,382,900"
"Feb 17, 2020","3,630.00","3,660.00","3,590.00","3,610.00","3,270.20","94,887,800"
"Feb 14, 2020","3,680.00","3,730.00","3,640.00","3,640.00","3,297.38","108,793,300"
"Feb 13, 2020","3,820.00","3,830.00","3,710.00","3,730.00","3,378.91","66,699,800"
"Feb 12, 2020","3,800.00","3,850.00","3,780.00","3,820.00","3,460.44","73,840,300"
"Feb 11, 2020","3,810.00","3,830.00","3,780.00","3,790.00","3,433.26","50,248,200"
"Feb 10, 2020","3,800.00","3,850.00","3,780.00","3,810.00","3,451.38","86,588,500"
"Feb 07, 2020","3,780.00","3,820.00","3,760.00","3,790.00","3,433.26","53,578,900"
"Feb 06, 2020","3,800.00","3,800.00","3,750.00","3,760.00","3,406.09","56,261,500"
"Feb 05, 2020","3,760.00","3,780.00","3,720.00","3,770.00","3,415.14","68,150,800"
"Feb 04, 2020","3,810.00","3,810.00","3,730.00","3,760.00","3,406.09","77,259,600"
"Feb 03, 2020","3,800.00","3,820.00","3,730.00","3,740.00","3,387.97","68,360,600"
"Jan 31, 2020","3,890.00","3,890.00","3,780.00","3,800.00","3,442.32","120,447,900"
"Jan 30, 2020","3,910.00","3,910.00","3,850.00","3,860.00","3,496.67","60,391,600"
"Jan 29, 2020","3,840.00","3,900.00","3,840.00","3,900.00","3,532.91","51,929,800"
"Jan 28, 2020","3,810.00","3,840.00","3,800.00","3,830.00","3,469.50","56,210,000"
"Jan 27, 2020","3,920.00","3,920.00","3,830.00","3,840.00","3,478.56","33,081,800"
"Jan 24, 2020","3,880.00","3,930.00","3,860.00","3,920.00","3,551.03","58,524,000"
"Jan 23, 2020","3,860.00","3,880.00","3,830.00","3,880.00","3,514.79","41,077,400"
"Jan 22, 2020","3,890.00","3,890.00","3,850.00","3,860.00","3,496.67","45,839,800"
"Jan 21, 2020","3,810.00","3,900.00","3,810.00","3,890.00","3,523.85","78,014,400"
"Jan 20, 2020","3,820.00","3,840.00","3,800.00","3,810.00","3,451.38","73,599,200"
"Jan 17, 2020","3,860.00","3,870.00","3,800.00","3,810.00","3,451.38","119,904,100"
"Jan 16, 2020","3,890.00","3,890.00","3,830.00","3,850.00","3,487.61","118,903,100"
"Jan 15, 2020","3,960.00","3,960.00","3,870.00","3,880.00","3,514.79","147,583,300"
"Jan 14, 2020","3,980.00","4,000.00","3,940.00","3,950.00","3,578.20","95,058,600"
"Jan 13, 2020","4,000.00","4,030.00","3,990.00","4,030.00","3,650.67","61,913,800"
"Jan 10, 2020","3,980.00","3,990.00","3,950.00","3,980.00","3,605.38","48,099,000"
"Jan 09, 2020","3,920.00","3,970.00","3,920.00","3,960.00","3,587.26","37,580,300"
"Jan 08, 2020","3,920.00","3,950.00","3,900.00","3,900.00","3,532.91","52,402,600"
"Jan 07, 2020","3,930.00","3,970.00","3,920.00","3,940.00","3,569.14","51,837,600"
"Jan 06, 2020","3,930.00","3,970.00","3,930.00","3,960.00","3,587.26","42,908,900"
"Jan 03, 2020","3,960.00","3,980.00","3,930.00","3,980.00","3,605.38","70,032,900"
"Jan 02, 2020","3,970.00","4,000.00","3,900.00","3,910.00","3,541.97","52,094,000"
"Dec 30, 2019","3,980.00","4,030.00","3,970.00","3,970.00","3,596.32","67,738,300"
"Dec 27, 2019","3,990.00","4,010.00","3,980.00","3,990.00","3,614.44","52,812,000"
"Dec 26, 2019","4,020.00","4,020.00","3,980.00","4,000.00","3,623.49","36,935,300"
"Dec 23, 2019","4,020.00","4,030.00","3,980.00","4,020.00","3,641.61","58,715,700"
"Dec 20, 2019","3,900.00","4,020.00","3,900.00","4,020.00","3,641.61","152,132,200"
"Dec 19, 2019","3,970.00","3,980.00","3,900.00","3,900.00","3,532.91","127,316,000"
"Dec 18, 2019","3,960.00","4,000.00","3,950.00","3,990.00","3,614.44","101,569,300"
"Dec 17, 2019","3,970.00","3,990.00","3,950.00","3,980.00","3,605.38","91,747,200"
"Dec 16, 2019","3,970.00","4,020.00","3,960.00","3,970.00","3,596.32","86,479,200"
"Dec 13, 2019","4,000.00","4,020.00","3,960.00","3,990.00","3,614.44","81,937,300"
"Dec 12, 2019","4,040.00","4,050.00","3,950.00","3,950.00","3,578.20","147,627,000"
"Dec 11, 2019","4,010.00","4,050.00","4,000.00","4,050.00","3,668.79","79,749,500"
"Dec 10, 2019","4,050.00","4,070.00","4,010.00","4,040.00","3,659.73","54,824,900"
"Dec 09, 2019","4,080.00","4,110.00","4,050.00","4,070.00","3,686.91","80,864,200"
"Dec 06, 2019","4,040.00","4,100.00","4,020.00","4,100.00","3,714.08","50,682,100"
"Dec 05, 2019","3,990.00","4,080.00","3,990.00","4,060.00","3,677.85","118,494,800"
"Dec 04, 2019","3,920.00","3,990.00","3,900.00","3,990.00","3,614.44","64,948,300"
"Dec 03, 2019","3,920.00","3,940.00","3,910.00","3,920.00","3,551.03","74,494,000"
"Dec 02, 2019","3,960.00","3,960.00","3,930.00","3,950.00","3,578.20","74,263,500"
"Nov 29, 2019","3,860.00","3,950.00","3,840.00","3,930.00","3,560.08","72,146,900"
"Nov 28, 2019","3,830.00","3,900.00","3,800.00","3,820.00","3,460.44","70,635,000"
"Nov 27, 2019","3,870.00","3,930.00","3,800.00","3,880.00","3,514.79","97,511,300"
"Nov 26, 2019","3,950.00","3,960.00","3,860.00","3,860.00","3,496.67","281,002,600"
"Nov 25, 2019","4,070.00","4,070.00","3,940.00","3,950.00","3,578.20","107,581,200"
"Nov 22, 2019","4,030.00","4,050.00","4,000.00","4,050.00","3,668.79","76,569,400"
"Nov 21, 2019","4,050.00","4,090.00","4,020.00","4,020.00","3,641.61","64,005,900"
"Nov 20, 2019","4,000.00","4,090.00","4,000.00","4,090.00","3,705.02","149,185,500"
"Nov 19, 2019","4,000.00","4,020.00","3,970.00","4,020.00","3,641.61","113,996,600"
"Nov 18, 2019","4,040.00","4,060.00","3,990.00","4,000.00","3,623.49","104,978,700"
"Nov 15, 2019","4,080.00","4,090.00","4,030.00","4,080.00","3,695.96","50,780,500"
"Nov 14, 2019","4,110.00","4,130.00","4,010.00","4,050.00","3,668.79","123,468,500"
"Nov 13, 2019","4,130.00","4,170.00","4,100.00","4,150.00","3,759.38","91,925,700"
"Nov 12, 2019","4,050.00","4,190.00","4,050.00","4,180.00","3,786.55","88,251,100"
"Nov 11, 2019","4,040.00","4,120.00","4,040.00","4,100.00","3,714.08","57,079,800"
"Nov 08, 2019","4,010.00","4,120.00","3,990.00","4,110.00","3,723.14","70,404,800"
"Nov 07, 2019","4,150.00","4,150.00","3,990.00","4,070.00","3,686.91","125,291,200"
"Nov 06, 2019","4,180.00","4,190.00","4,110.00","4,120.00","3,732.20","134,618,700"
"Nov 05, 2019","4,170.00","4,200.00","4,130.00","4,200.00","3,804.67","109,276,000"
"Nov 04, 2019","4,080.00","4,160.00","4,080.00","4,150.00","3,759.38","65,897,700"
"Nov 01, 2019","4,090.00","4,150.00","4,060.00","4,080.00","3,695.96","107,208,500"
"Oct 31, 2019","4,220.00","4,240.00","4,080.00","4,110.00","3,723.14","185,713,300"
"Oct 30, 2019","4,290.00","4,350.00","4,210.00","4,270.00","3,868.08","89,575,600"
"Oct 29, 2019","4,230.00","4,330.00","4,220.00","4,330.00","3,922.43","68,715,000"
"Oct 28, 2019","4,280.00","4,280.00","4,220.00","4,260.00","3,859.02","30,710,600"
"Oct 25, 2019","4,320.00","4,360.00","4,270.00","4,280.00","3,877.14","67,661,500"
"Oct 24, 2019","4,300.00","4,350.00","4,250.00","4,350.00","3,940.55","99,213,400"
"Oct 23, 2019","4,210.00","4,270.00","4,210.00","4,260.00","3,859.02","97,971,900"
"Oct 22, 2019","4,200.00","4,250.00","4,200.00","4,230.00","3,831.85","56,711,100"
"Oct 21, 2019","4,200.00","4,250.00","4,190.00","4,200.00","3,804.67","63,797,000"
"Oct 18, 2019","4,170.00","4,190.00","4,160.00","4,190.00","3,795.61","169,540,200"
"Oct 17, 2019","4,160.00","4,180.00","4,140.00","4,170.00","3,777.49","50,695,300"
"Oct 16, 2019","4,170.00","4,190.00","4,140.00","4,170.00","3,777.49","70,555,700"
"Oct 15, 2019","4,190.00","4,190.00","4,150.00","4,170.00","3,777.49","64,670,200"
"Oct 14, 2019","4,200.00","4,210.00","4,150.00","4,190.00","3,795.61","52,681,800"
"Oct 11, 2019","4,100.00","4,170.00","4,100.00","4,170.00","3,777.49","42,198,800"
"Oct 10, 2019","4,060.00","4,120.00","4,060.00","4,110.00","3,723.14","34,345,600"
"Oct 09, 2019","4,090.00","4,170.00","4,080.00","4,120.00","3,732.20","59,314,500"
"Oct 08, 2019","4,170.00","4,170.00","4,060.00","4,090.00","3,705.02","74,448,900"
"Oct 07, 2019","4,240.00","4,240.00","4,090.00","4,110.00","3,723.14","42,996,900"
"Oct 04, 2019","4,250.00","4,250.00","4,180.00","4,190.00","3,795.61","34,082,000"
"Oct 03, 2019","4,190.00","4,250.00","4,160.00","4,200.00","3,804.67","56,433,000"
"Oct 02, 2019","4,260.00","4,300.00","4,190.00","4,200.00","3,804.67","51,606,300"
"Oct 01, 2019","4,400.00","4,400.00","4,220.00","4,250.00","3,849.96","60,332,400"
"Sep 30, 2019","4,270.00","4,330.00","4,270.00","4,310.00","3,904.32","111,879,100"
"Sep 27, 2019","4,310.00","4,350.00","4,300.00","4,310.00","3,904.32","52,305,800"
"Sep 26, 2019","4,220.00","4,370.00","4,200.00","4,360.00","3,949.61","79,324,000"
"Sep 25, 2019","4,220.00","4,250.00","4,180.00","4,220.00","3,822.79","84,582,300"
"Sep 24, 2019","4,210.00","4,240.00","4,150.00","4,210.00","3,813.73","88,979,100"
"Sep 23, 2019","4,290.00","4,300.00","4,230.00","4,250.00","3,849.96","70,483,600"
"Sep 20, 2019","4,250.00","4,300.00","4,230.00","4,290.00","3,886.20","132,359,100"
"Sep 19, 2019","4,260.00","4,260.00","4,190.00","4,210.00","3,813.73","58,720,600"
"Sep 18, 2019","4,250.00","4,280.00","4,230.00","4,250.00","3,849.96","72,359,600"
"Sep 17, 2019","4,240.00","4,280.00","4,220.00","4,270.00","3,868.08","86,432,000"
"Sep 16, 2019","4,160.00","4,260.00","4,160.00","4,220.00","3,822.79","85,284,700"
"Sep 13, 2019","4,230.00","4,230.00","4,160.00","4,160.00","3,768.43","64,074,800"
"Sep 12, 2019","4,220.00","4,230.00","4,160.00","4,170.00","3,777.49","70,382,200"
"Sep 11, 2019","4,300.00","4,300.00","4,210.00","4,250.00","3,849.96","90,211,600"
"Sep 10, 2019","4,300.00","4,300.00","4,250.00","4,270.00","3,868.08","80,403,000"
"Sep 09, 2019","4,280.00","4,300.00","4,240.00","4,270.00","3,868.08","47,057,300"
"Sep 06, 2019","4,360.00","4,360.00","4,210.00","4,210.00","3,813.73","117,223,300"
"Sep 05, 2019","4,290.00","4,360.00","4,290.00","4,320.00","3,913.37","97,098,300"
"Sep 04, 2019","4,310.00","4,350.00","4,280.00","4,290.00","3,886.20","78,905,600"
"Sep 03, 2019","4,440.00","4,440.00","4,330.00","4,350.00","3,940.55","66,884,700"
"Sep 02, 2019","4,440.00","4,450.00","4,400.00","4,410.00","3,994.90","27,531,000"
"Aug 30, 2019","4,430.00","4,450.00","4,420.00","4,450.00","4,031.14","95,138,200"
"Aug 29, 2019","4,370.00","4,440.00","4,370.00","4,380.00","3,967.73","65,718,900"
"Aug 28, 2019","4,430.00","4,430.00","4,350.00","4,370.00","3,958.67","68,091,100"
"Aug 27, 2019","4,390.00","4,410.00","4,320.00","4,380.00","3,967.73","168,209,400"
"Aug 26, 2019","4,280.00","4,360.00","4,280.00","4,330.00","3,922.43","77,603,200"
"Aug 23, 2019","4,390.00","4,450.00","4,340.00","4,380.00","3,967.73","83,823,900"
"Aug 22, 2019","4,380.00","4,450.00","4,320.00","4,450.00","4,031.14","110,968,600"
"Aug 21, 2019","4,460.00","4,500.00","4,390.00","4,410.00","3,994.90","99,649,300"
"Aug 20, 2019","4,350.00","4,470.00","4,340.00","4,470.00","4,049.26","143,171,600"
"Aug 19, 2019","4,340.00","4,340.00","4,290.00","4,340.00","3,931.49","86,011,300"
"Aug 16, 2019","4,300.00","4,310.00","4,220.00","4,280.00","3,877.14","51,853,900"
"Aug 15, 2019","4,200.00","4,290.00","4,200.00","4,290.00","3,886.20","97,255,500"
"Aug 14, 2019","4,300.00","4,300.00","4,270.00","4,290.00","3,886.20","84,928,200"
"Aug 13, 2019","4,290.00","4,290.00","4,230.00","4,250.00","3,849.96","98,757,900"
"Aug 12, 2019","4,300.00","4,320.00","4,230.00","4,260.00","3,859.02","41,817,800"
"Aug 09, 2019","4,300.00","4,300.00","4,240.00","4,260.00","3,859.02","89,600,500"
"Aug 08, 2019","4,270.00","4,290.00","4,240.00","4,260.00","3,859.02","95,204,000"
"Aug 07, 2019","4,230.00","4,270.00","4,170.00","4,210.00","3,813.73","104,785,500"
"Aug 06, 2019","4,060.00","4,190.00","4,050.00","4,130.00","3,741.26","108,890,100"
"Aug 05, 2019","4,200.00","4,220.00","4,060.00","4,080.00","3,695.96","112,253,200"
"Aug 02, 2019","4,280.00","4,300.00","4,250.00","4,280.00","3,877.14","82,253,800"
"Aug 01, 2019","4,300.00","4,300.00","4,260.00","4,280.00","3,877.14","94,856,600"
"Jul 31, 2019","4,240.00","4,300.00","4,210.00","4,300.00","3,895.26","175,741,000"
"Jul 30, 2019","4,280.00","4,300.00","4,260.00","4,270.00","3,868.08","88,417,200"
"Jul 29, 2019","4,150.00","4,240.00","4,140.00","4,200.00","3,804.67","54,336,900"
"Jul 26, 2019","4,160.00","4,210.00","4,110.00","4,160.00","3,768.43","70,952,400"
"Jul 25, 2019","4,160.00","4,240.00","4,160.00","4,210.00","3,813.73","49,276,300"
"Jul 24, 2019","4,230.00","4,240.00","4,160.00","4,190.00","3,795.61","73,904,300"
"Jul 23, 2019","4,260.00","4,270.00","4,200.00","4,250.00","3,849.96","62,628,100"
"Jul 22, 2019","4,250.00","4,270.00","4,230.00","4,260.00","3,859.02","37,513,700"
"Jul 19, 2019","4,260.00","4,280.00","4,250.00","4,270.00","3,868.08","60,692,800"
"Jul 18, 2019","4,220.00","4,250.00","4,210.00","4,240.00","3,840.90","45,408,100"
"Jul 17, 2019","4,250.00","4,260.00","4,220.00","4,230.00","3,831.85","32,069,800"
"Jul 16, 2019","4,240.00","4,280.00","4,210.00","4,240.00","3,840.90","45,461,500"
"Jul 15, 2019","4,250.00","4,290.00","4,230.00","4,280.00","3,877.14","66,960,500"
"Jul 12, 2019","4,240.00","4,250.00","4,170.00","4,180.00","3,786.55","57,088,600"
"Jul 11, 2019","4,250.00","4,280.00","4,240.00","4,270.00","3,868.08","25,645,900"
"Jul 10, 2019","4,310.00","4,320.00","4,260.00","4,290.00","3,886.20","62,529,900"
"Jul 09, 2019","4,300.00","4,370.00","4,270.00","4,350.00","3,940.55","124,822,400"
"Jul 08, 2019","4,230.00","4,290.00","4,210.00","4,270.00","3,868.08","57,903,400"
"Jul 05, 2019","4,260.00","4,280.00","4,240.00","4,280.00","3,877.14","50,332,800"
"Jul 04, 2019","4,190.00","4,260.00","4,190.00","4,250.00","3,849.96","38,459,300"
"Jul 03, 2019","4,160.00","4,240.00","4,160.00","4,240.00","3,840.90","63,296,200"
"Jul 02, 2019","4,240.00","4,250.00","4,180.00","4,250.00","3,849.96","87,999,800"
"Jul 01, 2019","4,200.00","4,240.00","4,170.00","4,220.00","3,822.79","79,382,300"
"Jun 28, 2019","4,100.00","4,200.00","4,090.00","4,140.00","3,750.32","130,153,100"
"Jun 27, 2019","4,010.00","4,120.00","4,000.00","4,090.00","3,705.02","94,221,200"
"Jun 26, 2019","4,020.00","4,050.00","3,980.00","3,980.00","3,605.38","56,092,200"
"Jun 25, 2019","4,040.00","4,040.00","4,000.00","4,010.00","3,632.55","42,601,100"
"Jun 24, 2019","4,050.00","4,050.00","3,970.00","3,980.00","3,605.38","50,525,100"
"Jun 21, 2019","4,010.00","4,040.00","3,950.00","4,040.00","3,659.73","154,049,700"
"Jun 20, 2019","4,110.00","4,110.00","4,020.00","4,040.00","3,659.73","57,673,700"
